Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT
2023-06-29,,0.007219216812847949,138.53203026977198,1864.4224841853086,0.1710993155509902,1743.3361037607185,0.13741078096277573,,,,,,,,,,,,,,,
2023-06-30,,0.007274411526792209,137.4879154613699,1872.0708124010562,0.16724564113612425,1732.4625499028743,0.14234415690104166,,,,,,,,,,,,,,,
2023-07-01,9194.297297297297,0.007366371023303669,135.75790196526762,1871.4635539624403,0.16701062471751962,1720.436616860871,0.14722315470377603,0.03195833333333333,0.04685416666666667,0.12958333333333336,0.11752083333333334,0.06255394831580711,0.0,0.0,12.861702127659575,12.985416666666666,12.674999999999999,10.895833333333334,0.7582,699.0291666666667,60.025,9.231250000000001
2023-07-02,9201.041666666666,0.007345053268626633,136.14986438988979,1875.1608231150221,0.16491616737259274,1730.0816525933142,0.14272308349609375,0.031187500000000003,0.04579166666666667,0.1254375,0.11708333333333333,0.06099145211330703,0.0018017381190115075,0.0008971431695509618,15.168750000000001,13.904166666666667,12.695833333333333,10.6375,0.0,699.375,48.13958333333333,12.591666666666667
2023-07-03,9264.1875,0.007341696127935842,136.21327916776684,10368.243865159266,0.15590278722783982,8899.167625103122,0.14006678263346353,0.029312500000000002,0.044270833333333336,0.12127083333333333,0.11662500000000002,0.05882865302381461,0.004295694620836457,0.0021389640630318607,16.77446808510638,15.191666666666668,13.475,10.668750000000001,0.15,699.0395833333333,36.90833333333333,14.360416666666666
2023-07-04,9335.4375,0.007297811923740673,137.03037512776984,1881.4484516938765,0.16176460549449448,1731.3682671101994,0.14217631022135416,0.025583333333333333,0.042020833333333334,0.11662499999999999,0.11525,0.05552492230466373,0.008105276725496406,0.00403587712047127,16.97021276595745,15.987499999999999,14.395833333333334,10.950000000000001,0.0,697.8854166666666,37.65,14.049999999999999
2023-07-05,9404.208333333334,0.007278634576849882,137.3923923022484,1897.1115054073605,0.15423170752059964,1742.8095090643972,0.13725407918294272,0.023895833333333335,0.04045833333333334,0.11220833333333334,0.11360416666666667,0.05330137455614475,0.010669283429345438,0.005312578255208345,17.06595744680851,15.4125,13.9125,11.154166666666667,0.4601,697.5291666666667,41.979166666666664,13.954166666666666
2023-07-06,9565.708333333334,0.007183815823457923,139.21505485373768,1913.5970773587967,0.14665404389219347,1779.427905901918,0.1225903828938802,0.021625000000000002,0.03891666666666666,0.10752083333333333,0.11164583333333333,0.05077346834900495,0.013584250497682568,0.006764033806506445,18.57659574468085,16.414583333333333,14.489583333333334,11.275,0.0,697.34375,34.856249999999996,14.645833333333334
2023-07-07,9797.770833333334,0.007143167382708493,139.9990481654239,1915.7606405478027,0.14567505677899648,1782.5500222737785,0.12116241455078125,0.018354166666666668,0.03679166666666667,0.10285416666666668,0.10972916666666667,0.04025530758878812,0.025712901532642583,0.012803277976936344,18.22978723404255,16.41875,14.772916666666667,11.489583333333334,0.0,695.8541666666666,31.06458333333333,14.491666666666667
2023-07-08,9810.3125,0.007109681870771119,140.65743095780587,1931.0227167484784,0.13883943425015496,1798.3926303927792,0.11523946126302083,0.015916666666666666,0.035437500000000004,0.09877083333333335,0.10783333333333334,0.03883636966863245,0.027349100414383702,0.013617993853395854,19.448936170212768,17.075,15.133333333333333,11.679166666666667,0.0,695.4104166666666,28.75208333333333,15.214583333333332
2023-07-09,9824.8125,0.007134000500532641,140.17824202462316,1953.6787277703131,0.12912297109263218,1817.9029111304305,0.10825220743815105,0.013229166666666667,0.03364583333333333,0.09470833333333334,0.10597916666666667,0.037281830688825755,0.029141662938968034,0.014510568200330448,18.846808510638297,16.741666666666667,15.110416666666666,11.86875,0.0,697.38125,22.95625,15.579166666666666
2023-07-10,9693.979166666666,0.007186866168715081,139.15251816372498,1940.1447549505392,0.13484324919166957,1803.939380513961,0.11330286661783855,0.011187500000000001,0.03204166666666667,0.09125,0.10391666666666666,0.03590433217207711,0.030730077414815517,0.015301490689223707,18.017777777777777,16.760416666666668,15.295833333333334,11.995833333333332,0.0,698.9125,29.60625,16.006249999999998
2023-07-11,9617.125,0.0072076867829087045,138.74421387589254,1946.4016545112736,0.1320855980904172,1806.0275241157817,0.1123797098795573,0.010812500000000001,0.031145833333333334,0.08864583333333333,0.10252083333333332,0.034977938601033286,0.03179831592156271,0.01583340088730807,20.077083333333334,17.004166666666666,15.102083333333333,12.064583333333333,0.0,699.7875,32.05833333333333,16.337500000000002
2023-07-12,9540.270833333334,0.007212491336908092,138.65461567820043,1951.1371363484448,0.1300693857522165,1800.6726779176245,0.11442820231119792,0.009541666666666667,0.030208333333333334,0.08604166666666667,0.1006875,0.03401227613098348,0.03291183599258986,0.016387858227883176,20.804255319148936,17.993750000000002,15.9125,12.231250000000001,0.0,699.7666666666668,40.362500000000004,16.320833333333333
2023-07-13,9723.083333333334,0.007153601489109863,139.79402595366903,1947.2823076265656,0.1316434094320275,1823.64354294618,0.106170654296875,0.008416666666666668,0.029145833333333333,0.08375,0.09883333333333333,0.03307100483675642,0.03399723022806167,0.016928310813277638,21.102127659574467,18.077083333333334,16.05,12.466666666666667,0.0,699.30625,34.045833333333334,17.397916666666667
2023-07-14,9932.375,0.007076362686921551,141.32074609121935,1961.992523782751,0.12575068220801805,1867.8248301681579,0.09200156607278963,0.007479166666666666,0.028125,0.0815,0.09727083333333335,0.03216927843406295,0.035037024648075225,0.017446057788717193,20.126190476190477,18.3,16.279166666666665,12.652083333333332,0.0,699.30625,33.293749999999996,16.020833333333332
