,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.2243525896287103,0.8912872111564735,1.6675548870693633,0.6202883890274615,-4.905712290236922,0.08683702696920303,0.016990191865896388,0.036960904674323974,0.0357329443806503,0.0012279602936736758,F1,"Desilets, site-specific N0",half-forest,4233.316520386062
