,KGE,r,beta,gamma,r_squared,RMSE,ubRMSE,std_pred,std_obs,std_bias,Site,Method,LandCover,N0_fit
0,0.7208507904025833,0.8774174676417182,1.2227040626473273,0.8846713198728582,0.32423530859141225,0.04321630327044826,0.027411171470199107,0.056866064036037674,0.052571439193304946,0.004294624842732728,R4,"Desilets, site-specific N0",half-forest,4861.721216483492
