half_hour,datetime,lat,long,mod_raw_cph,mod_nc_cph,swc_vwc,bwe,Mod_cv,Mod_sqrt,N0_fit,airT,airRH,SiteName
2023-07-31 14:30:00,2023-07-31 14:30:00,39.18318,-107.24607,13760.0,2865.7066694225296,0.18567250849437908,0.0,0.008524929243380918,117.30302638892144,4476.914852762898,17.6,66.9,Crys 1
2023-07-31 15:00:00,2023-07-31 15:00:00,39.18318,-107.24607,13200.0,2750.6169134549164,0.22918870261350238,0.0,0.008703882797784892,114.89125293076057,4476.914852762898,17.2,65.4,Crys 1
2023-07-31 15:30:00,2023-07-31 15:30:00,39.18318,-107.24607,13590.0,2822.177234762694,0.2011130944879041,0.0,0.008578083544249646,116.57615536635268,4476.914852762898,19.5,58.0,Crys 1
2023-07-31 16:30:00,2023-07-31 16:30:00,39.18318,-107.24607,13682.666666666666,2838.1644930212656,0.19530897616240514,0.0,0.008548986406769063,116.97293134168548,4476.914852762898,20.0,58.0,Crys 1
