,date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND
0,2023-07-01,2023-07-01,5878.978260869565,0.0092233699435975,108.4294749950217,2605.8113043805192,0.0639972312668969,2513.810523767884,0.0544407056725543,6.778760635724014e-06,794.8891304347826,0.0212173913043478,0.0665869565217391,0.0418520118641829,0.0,0.0,18.941304347826087,18.2108695652174,,794.8891304347826,60.16956521739131,14.558695652173911,2023-07-01,0.0544407056725543,850.6119195789416,3375.887149521198,3256.6980691399735,4470.147188796205,0.031084956278635837,0.08508495627863584,F4,6251.24096987078
1,2023-07-02,2023-07-02,6031.0,0.0091059730604814,109.82409298850916,2643.981560071456,0.0555992929005896,2555.9738472368344,0.0477574666341145,6.377400826550674e-06,793.9416666666666,0.0287708333333333,0.067,0.0461579152836575,0.0052808514994679,0.0030572190470408,21.522916666666664,19.53333333333333,0.0,793.9416666666666,48.34166666666667,17.35625,2023-07-02,0.0477574666341145,836.7633426093095,3425.3375742178573,3311.321602947143,4582.157700676665,0.03428310168604801,0.08828310168604801,F4,6430.09034980267
2,2023-07-03,2023-07-03,6126.916666666667,0.0090345729659718,110.6933128830741,2673.1660337371964,0.0495973938940716,2595.0156936017024,0.0420913696289062,5.580543019721938e-06,793.1479166666667,0.028875,0.0680625,0.0466979434052097,0.005943153469028,0.0034406424772273,23.76458333333333,21.00625,0.0,793.1479166666667,38.9125,18.991666666666667,2023-07-03,0.0420913696289062,831.6295218261605,3463.1467162106364,3361.9011929639546,4638.570030565452,0.03468419950189877,0.08868419950189878,F4,6537.775552044948
3,2023-07-04,2023-07-04,6182.625,0.0089935719726819,111.19627229419444,2665.4665628143225,0.0511410020957817,2583.729446798959,0.0436795552571614,5.860444439752947e-06,791.4770833333333,0.0215625,0.068375,0.0428533845462553,0.0012281047470157,0.000710981027343,23.251063829787235,21.13125,0.0,791.4770833333333,38.427083333333336,19.041666666666668,2023-07-04,0.0436795552571614,828.0533772464929,3453.1718784689524,3347.27960640331,4583.476156252693,0.031828710871410384,0.08582871087141038,F4,6443.089450131364
4,2023-07-05,2023-07-05,6166.770833333333,0.0090050304567761,111.05399886211283,2676.603002034783,0.0488604453061794,2579.841607919453,0.0442148844401041,6.946951323410344e-06,791.5437499999999,0.0186458333333333,0.06825,0.0310409157870638,0.0132589580787001,0.0076759475600103,22.502127659574462,20.59375,0.0022,791.5437499999999,48.90833333333333,17.872916666666665,2023-07-05,0.0442148844401041,830.9648485905675,3467.599385937577,3342.2428236974133,4469.0317981632425,0.02305517625343752,0.07705517625343752,F4,6219.236078880453
5,2023-07-06,2023-07-06,6259.145833333333,0.0089395706541971,111.87746946004108,2690.8541424494474,0.0460883508533448,2600.6900981236354,0.0413386027018229,6.432128581139921e-06,791.2666666666668,0.0190833333333333,0.0676875,0.0307850840635441,0.0135727155435449,0.0078575897246823,22.30208333333333,19.89583333333333,0.0,791.2666666666668,50.35416666666666,17.46875,2023-07-06,0.0413386027018229,830.3545956450125,3486.0620588529227,3369.2525116394763,4489.833491990353,0.022865161064535608,0.07686516106453561,F4,6264.097493256028
6,2023-07-07,2023-07-07,6422.333333333333,0.008824343360799,113.33049868164647,2700.7552216189347,0.0441726616949469,2629.983829238616,0.0372886657714843,4.984418510916486e-06,789.5104166666666,0.0165208333333333,0.0683125,0.0310693415341216,0.0132240961381618,0.007655765097269,23.922916666666666,21.197916666666668,0.0,789.5104166666666,40.71458333333333,17.35625,2023-07-07,0.0372886657714843,825.6361014669383,3498.889129592264,3407.203199114947,4509.691472540432,0.023076289052204445,0.07707628905220444,F4,6340.9588880100355
7,2023-07-08,2023-07-08,6448.020833333333,0.0088073027281724,113.55454553422818,2707.771744081056,0.0427610389908557,2631.6288034078893,0.0370839436848958,5.365790934885366e-06,788.8395833333334,0.0149166666666666,0.0679791666666666,0.0309177375498136,0.0134100264876994,0.0077634048985561,23.870833333333334,21.091666666666665,0.0,788.8395833333334,43.583333333333336,17.4875,2023-07-08,0.0370839436848958,831.1232605604929,3507.9791922435325,3409.334300146709,4519.6235266668355,0.022963687458781065,0.07696368745878107,F4,6338.286300843329
8,2023-07-09,2023-07-09,6476.0625,0.0087879617010364,113.8022646817969,2747.587331128307,0.0353355328160135,2689.204026603256,0.0297470092773437,4.023060332754423e-06,791.0166666666668,0.013625,0.0675208333333333,0.0307092820713901,0.0136656807183137,0.0079114096253258,21.0575,21.15,0.0,791.0166666666668,31.5,17.722916666666666,2023-07-09,0.0297470092773437,831.4735922748941,3559.561180715799,3483.9242966630763,4583.5896241966975,0.02280886026782392,0.07680886026782392,F4,6476.6790534726215
9,2023-07-10,2023-07-10,6419.25,0.0088262994961876,113.30399891754396,2741.8920752975805,0.0363554507902306,2676.186020229341,0.0313364664713541,4.551132373325653e-06,792.1041666666666,0.0128958333333333,0.0680625,0.0309556385458906,0.013363543900315,0.0077364949482343,25.754166666666663,22.475,0.0,792.1041666666666,28.354166666666668,19.90833333333333,2023-07-10,0.0313364664713541,829.9854509777136,3552.182848700789,3467.059176630706,4577.0265589283845,0.02299183785713691,0.07699183785713691,F4,6451.3531260742775
