half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-29 21:30:00,2023-06-29 21:30:00,39.21591,-107.22501,1044.8400955674183,0.0,0.0,280,Crys 3
2023-06-29 22:00:00,2023-06-29 22:00:00,39.21591,-107.22501,1001.7519624129724,0.0,0.0,280,Crys 3
2023-06-29 23:00:00,2023-06-29 23:00:00,39.21591,-107.22501,972.2113280756181,0.0,0.0,280,Crys 3
2023-06-29 23:30:00,2023-06-29 23:30:00,39.21591,-107.22501,987.0579592179977,0.0,0.0,280,Crys 3
2023-06-30 00:00:00,2023-06-30 00:00:00,39.21591,-107.22501,1038.688163605465,0.0,0.0,280,Crys 3
2023-06-30 00:30:00,2023-06-30 00:30:00,39.21591,-107.22501,1002.5706430249787,0.0,0.0,280,Crys 3
2023-06-30 01:30:00,2023-06-30 01:30:00,39.21591,-107.22501,985.8433828149108,0.0,0.0,280,Crys 3
2023-06-30 02:00:00,2023-06-30 02:00:00,39.21591,-107.22501,977.9701283381912,0.0,0.0,280,Crys 3
2023-06-30 02:30:00,2023-06-30 02:30:00,39.21591,-107.22501,1049.8105323536038,0.0,0.0,280,Crys 3
2023-06-30 03:00:00,2023-06-30 03:00:00,39.21591,-107.22501,973.276068183913,0.0,0.0,280,Crys 3
2023-06-30 03:30:00,2023-06-30 03:30:00,39.21591,-107.22501,997.0650648393902,0.0,0.0,280,Crys 3
2023-06-30 04:00:00,2023-06-30 04:00:00,39.21591,-107.22501,1026.3153457080266,0.0,0.0,280,Crys 3
2023-06-30 04:30:00,2023-06-30 04:30:00,39.21591,-107.22501,984.5713748060124,0.0,0.0,280,Crys 3
2023-06-30 05:30:00,2023-06-30 05:30:00,39.21591,-107.22501,996.6218013745398,0.0,0.0,280,Crys 3
2023-06-30 06:00:00,2023-06-30 06:00:00,39.21591,-107.22501,984.5565227121971,0.0,0.0,280,Crys 3
2023-06-30 06:30:00,2023-06-30 06:30:00,39.21591,-107.22501,1008.3498980975172,0.0,0.0,280,Crys 3
2023-06-30 07:30:00,2023-06-30 07:30:00,39.21591,-107.22501,999.8862385169044,0.0,0.0,280,Crys 3
2023-06-30 08:00:00,2023-06-30 08:00:00,39.21591,-107.22501,956.4718256848495,0.0,0.0,280,Crys 3
2023-06-30 08:30:00,2023-06-30 08:30:00,39.21591,-107.22501,1001.5110397163867,0.0,0.0,280,Crys 3
2023-06-30 09:30:00,2023-06-30 09:30:00,39.21591,-107.22501,989.6523471158998,0.0,0.0,280,Crys 3
2023-06-30 10:00:00,2023-06-30 10:00:00,39.21591,-107.22501,994.6302665994874,0.0,0.0,280,Crys 3
2023-06-30 10:30:00,2023-06-30 10:30:00,39.21591,-107.22501,978.947279833225,0.0,0.0,280,Crys 3
2023-06-30 11:30:00,2023-06-30 11:30:00,39.21591,-107.22501,991.0769003249155,0.0,0.0,280,Crys 3
