,Site,Riparian Forest (mm),Gambel/pinyon/juniper Woodland BWE (mm),Understory BWE (mm),Pasture/Developed land (mm),Fraction Riparian Forest and Understory,Fraction Gambel/pinyon/juniper Woodland,Fraction Pasture/Developed,BWE Representing 200 m Radius Footprint (mm),BWE Uncertainty (mm)
0,Crys 3,298.46500728790005,97.37500896428507,0.48052421600000006,0,0.04137931034482759,0.8620689655172413,0.09655172413793103,96.31413316937265,2.6026584708246707
