,Site,Trees (mm),Average Understory (mm),Fraction Forest,Fraction Developed Space,BWE Representing 200 m Radius Footprint (mm),BWE Uncertainty (mm)
0,Crys 6,12.537629971673745,0.043734392000000004,0.9285714285714286,0.07142857142857142,11.682695480554191,0.7597026405441388
